id,Name,Description,Building_type,Property_type,Amenities,host_id,Host_name,Host_identity_verified,Host_Experience,Host_fee,Neighbourhood,State,Zipcode,Currency,Season,Instant_bookable,Construction_year,Accommodation_year,Commission,Booking_total,Status,Bookings,Service_fee,Cancellation_Policy,Food_cost,Food_type,Minimum_nights,Reviews,Reviews_per_month,Review_rate_number,House_rules,Host_Revenue,Platform_Revenue,Total_Revenue,Year
6337755,Rockaway Beach Villa,SUNNY 1 Bedroom APT in Fort Greene - BROOKLYN,Apartment,Unconventional,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'Coffee machine'
 'LED TV']",8978179,John,confirmed,Inexperienced,0.16,Meireles in Brazil,Brazil,3301,usd,Non Holiday Season,No,17-05-2010,17-05-2011,0.15,89.49,confirmed,637,0.67,Moderate,55.62,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Milk'],184,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,6.78,10,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,38.2674,18.306,151.569,2011
9371629,The Artist’s Studio,Visit the Big Apple! Mini-MOMA. Enjoy all of NYC!,Shared room,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Air conditioning'
 'Smart locks for self check-in']",7594222,Wells,not confirmed,Experienced,0,Constitución in Argentina,Argentina,9749,usd,Holiday Season,No,18-09-2020,18-09-2021,0.14,87.23,not confirmed,610,0,Flexible,34.04,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Eggs'],72,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,2.86,9,No smoking,23.723,6.9498,80.3856,2021
5614408,Baker Avenue Bungalow,Spacious Quiet rm - 20mins to Midtown,Apartment,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Air conditioning' 'Washer and Dryer'
 'Smart locks for self check-in']",4667190,Crystal,confirmed,Inexperienced,0.15,The Bukit Peninsula in  Indonesia,Florida,9289,usd,Holiday Season,Yes,17-02-2021,17-02-2022,0.13,66.32,confirmed,602,0.79,Moderate,41.84,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'Bread and Jam'],18,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",4.49,6," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",31.58,7.2738,118.4962,2022
4166898,Palm Springs Bungalow Hideaway,"2 Bedrooms For Groups, GREAT LOCATION",Entire house,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Free parking' 'Air conditioning']",8143504,Freddy,not confirmed,Moderately Experienced,0,Roma Sur in MexicoCity,MexicoCity,9146,usd,Non Holiday Season,Yes,23-05-2015,23-05-2016,0.14,82.82,not confirmed,194,0,Strict,31.16,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Muffins'],187,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",5.21,4,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,23.282,5.6268,54.2714,2016
3633942,Maui Beach Retreat,Beautiful Sunny Park Slope Brooklyn,Shared room,Bed & Breakfast,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Free parking' 'Pool']",3587484,Mitchell,confirmed,Experienced,0.16,Poncey-Highland in  Georgia,Kansas,2067,usd,Non Holiday Season,Yes,09-10-2018,09-10-2019,0.1,87.49,confirmed,989,0.51,Strict,51.1,['Cereals' 'Fruits' 'Vegetables' 'Bread and Jam' 'OJ'],199,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",5.83,3," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",37.7474,4.7223,93.0426,2019
3497198,The Chalet,Clinton Hill + Free Coffee = #smile,Shared room,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Air conditioning' 'LED TV' 'Free parking']",2500153,Jennifer,not confirmed,Experienced,0,Triana in Spain,Spain,6974,usd,Non Holiday Season,No,02-05-2020,02-05-2021,0.13,84.69,not confirmed,322,0,Strict,58.7,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Milk'],2,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,8.93,1,Clean up and treat the home the way you'd like your home to be treated,23.469,2.4111,95.4602,2021
8845987,Rosie’s Retreat,Oceanfront Apartment in Rockaway,Apartment,Cabin,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Free parking'
 'Smart locks for self check-in']",4936495,Edward,not confirmed,Inexperienced,0,Roma Sur in MexicoCity,MexicoCity,8024,usd,Non Holiday Season,No,24-12-2015,24-12-2016,0.14,82.95,confirmed,825,0.53,Flexible,50.83,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Juices'],248,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",4.27,4,No smoking,23.295,4.6116,116.8936,2016
1817926,The Bungalow at 7th Avenue,"Sunny, quiet, legal homelike suite-Pk Slope South",Apartment,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Free parking' 'Coffee machine' 'Iron and iron board']",1057247,Miller,not confirmed,Moderately Experienced,0,Oak Lawn in  Texas,Dallas,2181,usd,Non Holiday Season,Yes,12-01-2020,12-01-2021,0.11,72.43,confirmed,143,0.33,Moderate,27.44,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Juices'],46,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",8.99,6,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,22.243,14.5638,83.0786,2021
2737759,The Coral Reef Estate,Chateau Style Brooklyn Loft for Singles or Couples,Entire house,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Free parking' 'Pool' 'Heaters']",8734197,Dany,confirmed,Experienced,0.13,Constitución in Argentina,Argentina,4315,usd,Non Holiday Season,Yes,29-09-2008,29-09-2009,0.14,74.31,confirmed,844,0.39,Moderate,29.31,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Milk'],373,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,1.1,10,Clean up and treat the home the way you'd like your home to be treated,32.0913,2.97,65.112,2009
7694122,The Artist’s Studio,Monthly Apartment Rental,Private room,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Pool' 'Heaters']",9146528,Jimmy,not confirmed,Inexperienced,0,Poncey-Highland in  Georgia,Oregon,3200,usd,Non Holiday Season,No,08-03-2013,08-03-2014,0.12,84.02,not confirmed,283,0,Strict,59.82,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Eggs'],112,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,2.8,2,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,23.402,1.512,78.8526,2014
2340484,Radcliff Refuge,Upper East Side 3 bed/3 bath Skyline view!,Apartment,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Pool' 'Air conditioning' 'Heaters']",3489142,Victoria,confirmed,Moderately Experienced,0.15,The Bukit Peninsula in  Indonesia,Bangalore,1549,usd,Non Holiday Season,Yes,17-01-2012,17-01-2013,0.13,89.72,confirmed,495,0.63,Moderate,16.63,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Eggs'],301,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",5.02,2,No smoking,37.43,2.7108,93.556,2013
4713033,Sandy Beachfront Oasis,Cozy BR in Wiliamsburg 3 Bedroom,Apartment,Cabin,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Free parking'
 'Smart locks for self check-in']",7041263,Madaline,confirmed,Inexperienced,0.14,Meireles in Brazil,Brazil,7968,usd,Holiday Season,No,16-02-2009,16-02-2010,0.14,86.23,confirmed,137,0.53,Strict,40.54,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Muffins'],425,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,6.66,3,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",35.6952,5.3946,109.2234,2010
1218790,The Home Sweet Home,"17 Flr. Manhattan Views, Nr. Subway",Private room,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'Washer and Dryer'
 'Free parking']",8536527,Studioplus,not confirmed,Experienced,0,Meireles in Brazil,Brazil,9400,usd,Non Holiday Season,Yes,20-11-2019,20-11-2020,0.14,70.27,not confirmed,709,0,Flexible,33.33,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Eggs'],388,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,2.85,1," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",22.027,0.7695,63.923,2020
5211668,The Home Away from Home,ACCOMMODATIONS GALORE #1,Private room,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Heaters' 'Free parking']",7878156,Tucker,not confirmed,Moderately Experienced,0,Richmond in Melbourne,Melbourne,7653,usd,Holiday Season,No,03-07-2021,03-07-2022,0.12,76.38,not confirmed,223,0,Strict,43.27,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Milk'],361,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",9.55,1,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,22.638,2.5785,63.1399,2022
3645635,Woodyvyu Stok House,2 bedroom apt in charming brick townhouse,Apartment,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Free parking' 'Heaters' 'Coffee machine']",8108046,Anna,confirmed,Moderately Experienced,0.13,Roma Sur in MexicoCity,MexicoCity,8417,usd,Non Holiday Season,Yes,01-05-2012,01-05-2013,0.14,73.51,not confirmed,203,0,Flexible,15.08,['Cereals' 'Fruits' 'Vegetables' 'Bread and Jam' 'Eggs'],490,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,2.63,7,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,31.9073,4.9707,37.256,2013
3137240,The Magenta,Huge Chelsea Loft,Entire house,Cabin,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Coffee machine' 'LED TV' 'Free parking']",8998801,Shepard,confirmed,Experienced,0.13,District VII in  Hungary,Kentucky,4706,usd,Non Holiday Season,Yes,02-06-2022,02-06-2023,0.13,86.44,confirmed,437,0.37,Moderate,13.47,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Bread and Jam'],482,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,6.06,3,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,34.8812,4.9086,55.5752,2023
3320966,La Belle Vie,Private E. Village Townhouse Stay,Shared room,Cabin,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'Smart locks for self check-in'
 'Iron and iron board']",2482528,Kevin,confirmed,Moderately Experienced,0.12,Richmond in Melbourne,Melbourne,4806,usd,Holiday Season,Yes,18-03-2010,18-03-2011,0.12,67.33,confirmed,825,0.36,Strict,27.64,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Eggs'],277,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",1.47,6,Clean up and treat the home the way you'd like your home to be treated,29.8126,2.3814,71.2801,2011
7637507,The Red Bungalow of Deerfield,Sunny 3BR Apt Ideal for Family,Shared room,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'Iron and iron board'
 'Heaters']",8109175,Serge,not confirmed,Moderately Experienced,0,Roma Sur in MexicoCity,MexicoCity,5766,usd,Holiday Season,No,10-02-2016,10-02-2017,0.14,80.12,not confirmed,798,0,Moderate,56.36,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Bread and Jam'],265,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",6.19,5,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,23.012,8.3565,82.1201,2017
4085580,Downtown Penthouse Oasis,Central Bedford Avenue Apartment,Entire house,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'Washer and Dryer'
 'Smart locks for self check-in']",4015330,Owens,not confirmed,Moderately Experienced,0,Constitución in Argentina,Argentina,8523,usd,Non Holiday Season,No,06-11-2014,06-11-2015,0.13,75.57,confirmed,706,0.61,Strict,53.2,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Bread and Jam'],189,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,6.58,8," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",22.557,14.2128,130.7776,2015
1446156,The Johnston’s Brownstone Inn,"Manhattan Studio, Perfect Location",Shared room,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'Free parking'
 'Coffee machine']",9584581,Hill,not confirmed,Experienced,0,Constitución in Argentina,Argentina,3807,usd,Non Holiday Season,No,18-12-2022,18-12-2023,0.1,79.25,confirmed,128,0.33,Flexible,51.93,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'OJ'],398,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,2.15,1,Clean up and treat the home the way you'd like your home to be treated,22.925,0.5805,83.941,2023
4593309,Chez Christopher’s,Prime Williamsburg 1/BD New Condo,Shared room,Bed & Breakfast,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Free parking' 'Air conditioning']",3875754,Kevin,confirmed,Moderately Experienced,0.13,Constitución in Argentina,Argentina,8253,usd,Holiday Season,No,30-04-2014,30-04-2015,0.14,67.27,confirmed,468,0.46,Moderate,43.45,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Bread and Jam'],459,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",3.8,2,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,30.4721,2.052,93.4643,2015
8419465,East Shore Hideaway,Colorful Artistic Williamsburg Apt,Apartment,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Coffee machine' 'Air conditioning' 'Washer and Dryer']",2357688,Shepard,confirmed,Moderately Experienced,0.15,The Bukit Peninsula in  Indonesia,North Dakota,9984,usd,Holiday Season,Yes,14-04-2018,14-04-2019,0.12,73.26,confirmed,34,0.69,Strict,43.31,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Juices'],231,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,5.17,5,Clean up and treat the home the way you'd like your home to be treated,33.315,6.9795,118.0367,2019
6502764,Quinta Da Santana,Coliving in Brooklyn! Modern design / Shared room,Apartment,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Coffee machine'
 'Washer and Dryer']",4258719,Reed,not confirmed,Experienced,0,Capucins in France,France,4411,usd,Holiday Season,No,24-04-2020,24-04-2021,0.15,74.18,confirmed,349,0.62,Flexible,54.45,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'OJ'],74,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,2.62,8,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,22.418,5.6592,95.6044,2021
4562207,Quinta Da Santana,One Bedroom Mini studio - Free WIFI,Apartment,Bed & Breakfast,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Air conditioning' 'LED TV' 'Heaters']",3759978,Bruce,not confirmed,Inexperienced,0,Richmond in Melbourne,Melbourne,1491,usd,Non Holiday Season,No,18-06-2016,18-06-2017,0.11,79.29,confirmed,214,0.23,Flexible,42.69,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'OJ'],241,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",2.46,8,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,22.929,5.3136,83.619,2017
2918692,Silverlake Hills Hidden Gem,Lovely 3 bedroom in Italianate Brownstone w/garden,Entire house,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Washer and Dryer' 'Air conditioning']",7513455,Armstrong,confirmed,Experienced,0.14,Triana in Spain,Spain,8555,usd,Non Holiday Season,Yes,07-09-2012,07-09-2013,0.14,67.76,not confirmed,721,0,Moderate,16.72,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'OJ'],268,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,6.94,1,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,31.2624,1.8738,49.0196,2013
6762825,The Jackfruit Tree,Sunny Room in New Condo,Private room,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Pool' 'Free parking']",2054862,Robert,not confirmed,Moderately Experienced,0,District VII in  Hungary,Pune,6095,usd,Holiday Season,Yes,23-09-2021,23-09-2022,0.14,77.33,confirmed,865,0.42,Strict,48.03,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Juices'],165,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",9.83,5,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,22.733,13.2705,111.099,2022
3495241,Sandy Beachfront Oasis,The Notorious B.N.B. { The Wallace },Private room,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Heaters' 'Coffee machine']",1571842,Andrews,confirmed,Experienced,0.16,Richmond in Melbourne,Melbourne,4230,usd,Non Holiday Season,No,06-02-2022,06-02-2023,0.1,65.93,confirmed,421,0.58,Flexible,32.04,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Bread and Jam'],461,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",2.36,6,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,32.1418,3.8232,67.8724,2023
7304105,Charming Retreat on the Eastside,Skylit Midtown Castle,Shared room,Bed & Breakfast,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Washer and Dryer' 'Heaters']",8857305,Jay,confirmed,Moderately Experienced,0.15,Meireles in Brazil,Brazil,2735,usd,Non Holiday Season,No,18-08-2016,18-08-2017,0.13,69.03,not confirmed,527,0,Flexible,26.92,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Muffins'],410,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",5.29,7, I have a cute and quiet mixed chihuahua.,32.2575,9.9981,53.989,2017
8663718,The Retreat On Lansdale,Great room in great location,Shared room,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Smart locks for self check-in'
 'Washer and Dryer']",1947124,Owens,not confirmed,Experienced,0,Triana in Spain,Spain,4284,usd,Holiday Season,Yes,27-08-2012,27-08-2013,0.14,89.1,not confirmed,917,0,Strict,21.33,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Milk'],268,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,9.34,10, I have a cute and quiet mixed chihuahua.,23.91,25.218,104.586,2013
3399040,Miami Getaway,Bright Beautiful Brooklyn,Private room,Bed & Breakfast,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Free parking' 'Iron and iron board' 'Coffee machine']",4923689,Owens,confirmed,Experienced,0.11,District VII in  Hungary,Norway,8383,usd,Holiday Season,Yes,01-12-2017,01-12-2018,0.12,80.14,not confirmed,288,0,Flexible,47.29,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Juices'],235,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,1.92,8, I have a cute and quiet mixed chihuahua.,31.8294,4.1472,86.6124,2018
9081831,Curly Coelho Cottage,Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,Private room,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Air conditioning' 'LED TV' 'Heaters']",6805258,Lloyd,not confirmed,Inexperienced,0,Triana in Spain,Spain,4046,usd,Non Holiday Season,Yes,21-01-2008,21-01-2009,0.12,71.7,confirmed,580,0.28,Strict,45.77,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Bread and Jam'],157,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,6.75,8,Clean up and treat the home the way you'd like your home to be treated,22.17,14.58,97.577,2009
5405215,Curly Coelho Cottage,CHARMING EAST VILLAGE 2 (or 1) BR,Shared room,Unconventional,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Heaters' 'LED TV']",2043041,Hill,confirmed,Inexperienced,0.15,District VII in  Hungary,Perth,4461,usd,Non Holiday Season,Yes,08-02-2019,08-02-2020,0.11,69.45,not confirmed,157,0,Flexible,21.41,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Milk'],300,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",7.4,7," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",32.3625,13.986,52.4795,2020
9279889,Baker Avenue Bungalow,"BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.",Shared room,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'Free parking' 'LED TV']",4874535,Clara,not confirmed,Inexperienced,0,Oak Lawn in  Texas,Maine,8350,usd,Holiday Season,No,05-12-2017,05-12-2018,0.13,67.02,confirmed,569,0.6,Flexible,57.91,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'Milk'],412,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,8.53,2,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,21.702,4.6062,119.7388,2018
2002491,Palm Springs Bungalow Hideaway,"17 Flr. Manhattan Views, Nr. Subway",Apartment,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Pool' 'Heaters' 'LED TV']",8149998,Mitchell,not confirmed,Inexperienced,0,District VII in  Hungary,Melbourne,3718,usd,Holiday Season,No,07-01-2018,07-01-2019,0.12,87.54,not confirmed,272,0,Flexible,21.88,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Eggs'],60,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,1.23,1,No smoking,23.754,0.3321,39.8383,2019
1135100,Redstone Villa,"Large, Open, Airy Room, Close to Subway Harlem NYC",Private room,Unconventional,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Coffee machine' 'Heaters' 'Pool']",8491131,Michelle,not confirmed,Experienced,0,Oak Lawn in  Texas,Norway,1785,usd,Holiday Season,No,28-12-2013,28-12-2014,0.14,75.67,not confirmed,305,0,Moderate,21.95,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Yogurt'],476,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,1.83,1,No smoking,22.567,0.4941,53.0722,2014
5519709,The Darling North Sanctuary!,Sunny 2-story Brooklyn townhouse w deck and gardenTimes Square,Private room,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'LED TV' 'Pool']",5309377,Holmes,not confirmed,Experienced,0,Hammerbrook in Germany,Germany,7477,usd,Non Holiday Season,Yes,14-03-2013,14-03-2014,0.14,66.5,not confirmed,744,0,Strict,36.86,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Milk'],193,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",7.29,2,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,21.65,3.9366,73.0332,2014
6206800,The Brooklyn Penthouse,Spacious Brooklyn Loft - 2 Bedroom,Private room,Bed & Breakfast,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'Pool' 'LED TV']",8855136,Thomas,not confirmed,Experienced,0,Roma Sur in MexicoCity,MexicoCity,2491,usd,Non Holiday Season,Yes,23-02-2010,23-02-2011,0.13,88.01,confirmed,670,0.39,Flexible,52.17,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Yogurt'],499,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,1.18,8,No smoking,23.801,2.5488,89.8696,2011
